country,countrycode,year,month,cpi_sa,cpi_yoy_nsa,exchange_rate_neer,exchange_rate_reer,exchnage_rate_vs_usd,ind_prod_const,ind_prod_const_sa,time,usa_imp_sa,usa_ip_sa,chn_ip_sa,ln_ip,ln_usa_ip,ln_chn_ip,ln_usa_imports,ln_er_usd,cc
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,1,96.69788408,4.367885935,106.4580876,106.3782793,33.19956522,11791725574,11851710636,576,175412,2.83E+11,1.88E+11,23.19573805,26.36713168,25.95951499,12.07489277,3.50253678,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,1,89.80665276,4.510512784,112.8880432,104.210403,40.89704348,5584908157,5568920295,576,175412,2.83E+11,1.88E+11,22.44046703,26.36713168,25.95951499,12.07489277,3.711057774,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,1,95.54719785,6.018882263,95.30947754,93.98308522,1.431304348,4906817575,4895682478,576,175412,2.83E+11,1.88E+11,22.31161953,26.36713168,25.95951499,12.07489277,0.35858616,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,2,90.22721665,4.999934744,112.7529624,103.7170545,40.635,5563912261,5598131776,577,179496,2.82E+11,1.90E+11,22.44569877,26.36370629,25.96786336,12.0979082,3.704629764,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,2,96.18563403,6.712169994,95.95313296,94.62258619,1.411142857,4677736191,5142085754,577,179496,2.82E+11,1.90E+11,22.36072462,26.36370629,25.96786336,12.0979082,0.344399913,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,2,97.00538455,5.316565028,102.7978233,102.5817062,32.60038095,11468363264,11579717987,577,179496,2.82E+11,1.90E+11,23.17252096,26.36370629,25.96786336,12.0979082,3.484323974,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,2,95.22386307,2.626669907,99.67091259,98.26893738,3.224190476,8353448858,9028027281,577,179496,2.82E+11,1.90E+11,22.92359972,26.36370629,25.96786336,12.0979082,1.170681904,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,3,96.56173097,7.035693147,95.94646626,94.64550238,1.384238095,5681529167,5483568555,578,175126,2.81E+11,1.92E+11,22.42502192,26.36131406,25.97862461,12.07326099,0.325149877,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,3,90.98535316,5.882199397,108.5529827,100.2015833,41.34733333,5633898579,5243215261,578,175126,2.81E+11,1.92E+11,22.38020075,26.36131406,25.97862461,12.07326099,3.722007929,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,3,95.44995425,2.718320656,98.85704756,97.18059238,3.18647619,8859718486,8481663993,578,175126,2.81E+11,1.92E+11,22.86117249,26.36131406,25.97862461,12.07326099,1.158915664,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,3,97.34200856,5.304975313,99.66769429,99.70163333,31.42933333,12234973909,11351284794,578,175126,2.81E+11,1.92E+11,23.15259677,26.36131406,25.97862461,12.07326099,3.447741639,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,4,97.79101082,7.571984933,97.26436757,96.96595591,1.363545455,4473086010,4434589391,579,182776,2.79E+11,1.93E+11,22.21270086,26.35371515,25.98361566,12.11601664,0.310088259,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,4,95.7115279,3.075988563,99.3729082,97.54550636,3.163090909,8697712205,8740231033,579,182776,2.79E+11,1.93E+11,22.89120246,26.35371515,25.98361566,12.11601664,1.151549685,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,4,91.99694951,7.164319494,106.8814158,99.82026227,41.84877273,5962834272,5713617416,579,182776,2.79E+11,1.93E+11,22.46611818,26.35371515,25.98361566,12.11601664,3.734062471,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,4,98.29287043,6.036114899,99.10990818,100.4565605,31.59390909,10624761593,11982098867,579,182776,2.79E+11,1.93E+11,23.20667961,26.35371515,25.98361566,12.11601664,3.452964352,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,5,96.33218676,3.821721634,98.28227547,97.00768068,3.216318182,8748339168,8739348484,580,183767,2.77E+11,1.94E+11,22.89110148,26.34803022,25.99216244,12.12142393,1.168237284,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,5,93.17677142,8.43241409,104.9864343,98.75429636,42.9575,6039819222,5541935493,580,183767,2.77E+11,1.94E+11,22.43560964,26.34803022,25.99216244,12.12142393,3.760211255,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,5,98.395784,7.530128124,98.16106874,97.99790432,1.365318182,4166172904,4228725785,580,183767,2.77E+11,1.94E+11,22.16516655,26.34803022,25.99216244,12.12142393,0.311387502,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,5,100.0266392,7.56303147,98.46856682,101.6093907,32.05722727,11549753777,11816072854,580,183767,2.77E+11,1.94E+11,23.19272655,26.34803022,25.99216244,12.12142393,3.467522658,THA
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,6,101.0127663,8.626177032,95.50521476,98.83158714,33.21590476,11569551470,11981808402,581,186963,2.77E+11,1.96E+11,23.20665537,26.34561279,26.00166298,12.13866602,3.50302882,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,6,99.91737076,7.686677469,97.35518544,99.39121667,3.259238095,8596458280,8642173554,581,186963,2.77E+11,1.96E+11,22.87991996,26.34561279,26.00166298,12.13866602,1.181493455,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,6,94.27135904,9.383580361,102.080256,96.8208381,44.31880952,6088809644,5555749246,581,186963,2.77E+11,1.96E+11,22.43809913,26.34561279,26.00166298,12.13866602,3.791409181,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,6,98.70919812,7.564258247,98.41927277,97.13831476,1.367809524,4780123447,4568138993,581,186963,2.77E+11,1.96E+11,22.24237174,26.34561279,26.00166298,12.13866602,0.313210573,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,7,100.8151871,8.520161045,97.09514519,99.78965087,3.250391304,9072351730,8882599334,582,194334,2.75E+11,1.96E+11,22.90736007,26.34032637,26.00362617,12.17733361,1.17877539,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,7,95.28295539,10.23458584,100.0096514,96.05364826,44.90065217,6256776807,5631521050,582,194334,2.75E+11,1.96E+11,22.45164541,26.34032637,26.00362617,12.17733361,3.80445232,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,7,101.5499745,9.151951388,94.15058674,97.43047174,33.49334783,11718034163,12495380981,582,194334,2.75E+11,1.96E+11,23.24862489,26.34032637,26.00362617,12.17733361,3.511346847,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,7,99.28611227,6.57520933,98.51433794,97.83113457,1.359130435,4546255288,4318996550,582,194334,2.75E+11,1.96E+11,22.18628893,26.34032637,26.00362617,12.17733361,0.306845109,SGP
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,8,99.66801319,6.432139625,97.05005537,96.88438667,1.405238095,4443868031,4369275480,583,186261,2.71E+11,1.96E+11,22.19786304,26.32482966,26.00216054,12.13490419,0.340206751,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,8,98.86571545,6.575494087,95.20116143,95.51487476,33.85333333,11738931727,12168439134,583,186261,2.71E+11,1.96E+11,23.22211148,26.32482966,26.00216054,12.13490419,3.522037468,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,8,100.9701448,8.453895471,96.65999983,99.77455381,3.329952381,8829342308,8669796154,583,186261,2.71E+11,1.96E+11,22.88311112,26.32482966,26.00216054,12.13490419,1.202958004,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,8,96.0410919,10.67943598,102.1707316,98.22817286,44.99095238,6004826063,5420423528,583,186261,2.71E+11,1.96E+11,22.41343979,26.32482966,26.00216054,12.13490419,3.806461411,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,9,99.26367323,6.130426667,95.47283,95.85149091,34.27490909,11779626984,11863919584,584,175833,2.59E+11,1.97E+11,23.19676766,26.28053326,26.00532216,12.07728996,3.534413573,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,9,99.77016298,6.790085109,97.29802465,96.79358795,1.429863636,5028600596,4667783796,584,175833,2.59E+11,1.97E+11,22.26395023,26.28053326,26.00532216,12.07728996,0.357579081,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,9,100.805813,8.138427661,95.32759088,97.7829725,3.441909091,8525580532,8500353435,584,175833,2.59E+11,1.97E+11,22.86337358,26.28053326,26.00532216,12.07728996,1.236026286,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,9,96.12520467,10.34851235,99.61738317,95.73237477,46.74454545,6312765861,5685081143,584,175833,2.59E+11,1.97E+11,22.46111124,26.28053326,26.00532216,12.07728996,3.844697574,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,10,100.6801003,7.608494887,96.14106964,97.97565043,3.520608696,8424326606,8215253690,585,174067,2.62E+11,1.95E+11,22.82925847,26.29011498,25.99881351,12.06719556,1.2586339,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,10,100.5536983,6.422841137,96.86082115,97.73397283,1.476608696,4429259042,4275656844,585,174067,2.62E+11,1.95E+11,22.17620358,26.29011498,25.99881351,12.06719556,0.389748037,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,10,98.23453448,4.00653378,97.29102065,96.4823187,34.43469565,11488160957,11879773116,585,174067,2.62E+11,1.95E+11,23.19810305,26.29011498,25.99881351,12.06719556,3.539064651,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,10,96.0410919,9.510351795,98.95435349,95.04616565,48.03286957,6403748074,5510165109,585,174067,2.62E+11,1.95E+11,22.42986042,26.29011498,25.99881351,12.06719556,3.871885559,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,11,99.56142482,5.687306113,95.45155381,97.37572275,3.5882,8090188652,8246996043,586,150372,2.58E+11,1.93E+11,22.83311485,26.27739936,25.98548538,11.9208675,1.277650684,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,11,100.4852115,5.542550597,97.29529725,98.732015,1.50745,4629060282,4575443438,586,150372,2.58E+11,1.93E+11,22.24396946,26.27739936,25.98548538,11.9208675,0.410419482,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,11,96.0410919,8.987705857,97.7776494,94.59106475,49.12445,5745876687,4964395354,586,150372,2.58E+11,1.93E+11,22.32555735,26.27739936,25.98548538,11.9208675,3.894356874,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,11,97.35934302,2.110104587,96.96967025,95.6055035,35.06265,10614862747,10961924761,586,150372,2.58E+11,1.93E+11,23.11769372,26.27739936,25.98548538,11.9208675,3.557136461,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2008,12,98.82683636,4.484882199,95.37073906,96.21593043,3.547956522,7705423735,7549913877,587,139234,2.51E+11,1.96E+11,22.74480199,26.24778184,26.00315358,11.84391125,1.26637181,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2008,12,95.78763206,7.77151077,97.81101583,95.04484609,47.93582609,5619901316,4826584520,587,139234,2.51E+11,1.96E+11,22.29740492,26.24778184,26.00315358,11.84391125,3.86986316,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2008,12,96.24483379,0.485378918,95.00964109,92.54876348,35.03630435,9410503125,9677460454,587,139234,2.51E+11,1.96E+11,22.99306535,26.24778184,26.00315358,11.84391125,3.556384791,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2008,12,100.0638436,5.385217242,97.12829826,98.72600109,1.475434783,4268435828,4004357585,587,139234,2.51E+11,1.96E+11,22.110649,26.24778184,26.00315358,11.84391125,0.388952714,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,1,98.62921592,3.915344086,95.3024853,95.73080932,3.568272727,7604169809,7604489703,588,129116,2.45E+11,1.95E+11,22.75200466,26.22370061,25.99880907,11.7684665,1.272081649,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,1,99.48344709,4.119690932,96.72474338,97.95533636,1.488727273,3644725236,3868251427,588,129116,2.45E+11,1.95E+11,22.07606841,26.22370061,25.99880907,11.7684665,0.397921576,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,1,96.29343023,7.223047816,99.94492245,97.83575659,47.22354545,3982221480,3980355039,588,129116,2.45E+11,1.95E+11,22.10463686,26.22370061,25.99880907,11.7684665,3.854892613,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,1,96.16551667,-0.550547113,95.55593227,93.01205205,34.91177273,8756079404,8807330282,588,129116,2.45E+11,1.95E+11,22.8988502,26.22370061,25.99880907,11.7684665,3.5528241,THA
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,2,96.80457154,-0.207012223,96.543536,94.80119,35.3298,8817672225,8905845991,589,121807,2.43E+11,1.97E+11,22.90997375,26.21713534,26.00720177,11.7101931,3.5647268,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,2,99.37781492,3.318770969,96.72508239,97.86307725,1.5178,4141741700,4283326511,589,121807,2.43E+11,1.97E+11,22.17799577,26.21713534,26.00720177,11.7101931,0.417261918,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,2,96.71511563,7.19062298,99.9162944,99.4911735,47.6766,4220174960,4251911995,589,121807,2.43E+11,1.97E+11,22.1706346,26.21713534,26.00720177,11.7101931,3.864440711,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,2,98.83222067,3.78934175,95.13567615,96.00355675,3.63435,7320658818,7913381284,589,121807,2.43E+11,1.97E+11,22.791821,26.21713534,26.00720177,11.7101931,1.290430278,MYS
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,3,98.84358863,3.555407023,94.8900213,95.33717727,3.676045455,7745925305,7391947994,590,121885,2.39E+11,2.06E+11,22.72365714,26.2012082,26.05023723,11.71083326,1.30183757,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,3,97.06300393,-0.286623054,96.31247409,94.90540364,35.76440909,10088024155,9284585838,590,121885,2.39E+11,2.06E+11,22.95162143,26.2012082,26.05023723,11.71083326,3.576953239,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,3,96.79922841,6.389902376,100.2069197,98.66501091,48.43809091,4766068239,4452999838,590,121885,2.39E+11,2.06E+11,22.21684383,26.2012082,26.05023723,11.71083326,3.880286506,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,3,99.02145146,2.547303633,96.68914547,97.01654091,1.529090909,3849375418,3695805656,590,121885,2.39E+11,2.06E+11,22.03046441,26.2012082,26.05023723,11.71083326,0.424673382,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,4,98.62763502,3.046766862,94.96020833,95.41726773,3.609181818,7685172950,7744218018,591,120572,2.37E+11,2.07E+11,22.77021234,26.19317001,26.05422914,11.70000236,1.283481103,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,4,97.38304264,-0.92562949,95.88606591,95.35040364,35.43722727,9230124150,10387279315,591,120572,2.37E+11,2.07E+11,23.06384775,26.19317001,26.05422914,11.70000236,3.567762885,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,4,98.63955054,0.867707282,96.64656713,96.21123045,1.503545455,4507215095,4450233078,591,120572,2.37E+11,2.07E+11,22.21622231,26.19317001,26.05422914,11.70000236,0.407825955,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,4,97.05156674,5.494331342,99.42025051,98.42171364,48.13568182,4675086026,4483608482,591,120572,2.37E+11,2.07E+11,22.22369402,26.19317001,26.05422914,11.70000236,3.874023728,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,5,96.75040729,-3.275359408,95.81179833,95.0894319,34.62595238,10112221334,10357997656,592,118736,2.35E+11,2.11E+11,23.06102478,26.18306085,26.07548913,11.68465782,3.54460347,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,5,98.59776199,0.205270981,97.11169841,97.19522786,1.461333333,4370823085,4409693408,592,118736,2.35E+11,2.11E+11,22.207071,26.18306085,26.07548913,11.68465782,0.379349261,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,5,98.54869416,2.300900119,95.07307511,95.77093381,3.524857143,7776301483,7752843939,592,118736,2.35E+11,2.11E+11,22.77132557,26.18306085,26.07548913,11.68465782,1.259839909,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,5,97.2197923,4.339086685,98.65742412,97.59347262,47.4717619,5129997091,4691888063,592,118736,2.35E+11,2.11E+11,22.26910091,26.18306085,26.07548913,11.68465782,3.860135048,PHL
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,6,97.38913936,3.307240239,97.18433054,96.41671773,47.94161364,5178987514,4725076754,593,122156,2.34E+11,2.16E+11,22.27614964,26.17918183,26.09958253,11.7130542,3.869983888,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,6,97.09126948,-3.882179371,96.53610864,96.03669182,34.124,10790842235,11112455713,593,122156,2.34E+11,2.16E+11,23.13133245,26.17918183,26.09958253,11.7130542,3.530000949,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,6,98.65696244,-0.052918764,96.91434688,96.38908773,1.452772727,4463388127,4256178324,593,122156,2.34E+11,2.16E+11,22.17163749,26.17918183,26.09958253,11.7130542,0.373473956,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,6,98.53529408,-1.38321962,94.2766783,95.17491636,3.518227273,7776301483,7815467576,593,122156,2.34E+11,2.16E+11,22.77937063,26.17918183,26.09958253,11.7130542,1.257957247,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,7,99.00287877,-0.285270013,96.78799264,97.03727826,1.449565217,5364856013,5147564088,594,129912,2.37E+11,2.18E+11,22.36178945,26.19013696,26.10750817,11.77461258,0.371263661,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,7,98.46256564,-2.333598269,93.19263713,93.98511109,3.546956522,8353448858,8197244315,594,129912,2.37E+11,2.18E+11,22.82706388,26.19013696,26.10750817,11.77461258,1.266089918,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,7,97.55736491,2.38700565,96.26815347,95.59376565,48.13547826,5346954676,4801152546,594,129912,2.37E+11,2.18E+11,22.29212184,26.19013696,26.10750817,11.77461258,3.874019499,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,7,97.21131238,-4.272440403,96.23561261,95.66836391,34.0563913,10697353132,11306617781,594,129912,2.37E+11,2.18E+11,23.14865404,26.19013696,26.10750817,11.77461258,3.528017718,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,8,97.80970325,1.841515251,95.76614114,94.4670819,48.23009524,5311961517,4807991570,595,128770,2.39E+11,2.21E+11,22.29354528,26.20138682,26.11992979,11.76578315,3.875983209,PHL
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,8,98.49154442,-2.454785447,93.37498997,94.02595381,3.518095238,8201567970,8084799439,595,128770,2.39E+11,2.21E+11,22.81325152,26.20138682,26.11992979,11.76578315,1.257919718,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,8,97.76252655,-1.115845771,95.85438714,95.23998905,34.02319048,10795241722,11268482630,595,128770,2.39E+11,2.21E+11,23.14527552,26.20138682,26.11992979,11.76578315,3.527042365,THA
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,8,99.35692065,-0.312128765,96.8185466,96.92596095,1.442,4999382618,4911630516,595,128770,2.39E+11,2.21E+11,22.3148718,26.20138682,26.11992979,11.76578315,0.366031039,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,9,98.23138865,2.191083992,94.64343916,93.8150775,48.05313636,5703884897,5123863110,596,136267,2.41E+11,2.24E+11,22.35717451,26.20891923,26.13581575,11.82237148,3.872307406,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,9,98.29911401,-0.971714213,95.08082091,94.52161773,33.81531818,11833520702,11966766063,596,136267,2.41E+11,2.24E+11,23.20539915,26.20891923,26.13581575,11.82237148,3.5209139,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,9,98.82598439,-1.964002459,93.00229427,93.68856273,3.493045455,7999060119,7978665102,596,136267,2.41E+11,2.24E+11,22.80003695,26.20891923,26.13581575,11.82237148,1.250773979,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,9,99.13636997,-0.635253054,97.02124178,96.61245295,1.422954545,4707016335,4433676336,596,136267,2.41E+11,2.24E+11,22.21249495,26.20891923,26.13581575,11.82237148,0.352735376,SGP
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,10,99.60533036,-0.943145743,97.52024829,97.39857523,1.397909091,4546255288,4387962685,597,139309,2.42E+11,2.28E+11,22.20213088,26.21218155,26.1510528,11.84444977,0.334977614,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,10,99.16225987,-1.507587312,94.29804554,94.98097682,3.404454545,8495204354,8258868006,597,139309,2.42E+11,2.28E+11,22.83455337,26.21218155,26.1510528,11.84444977,1.225084735,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,10,98.90541238,2.982390583,96.14374709,95.34026886,46.86936364,6018823327,5191529617,597,139309,2.42E+11,2.28E+11,22.37029421,26.21218155,26.1510528,11.84444977,3.847364235,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,10,98.64681433,0.419689321,94.98929659,94.42832773,33.40568182,11473862623,11941722593,597,139309,2.42E+11,2.28E+11,23.20330421,26.21218155,26.1510528,11.84444977,3.508726,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,11,99.48525625,-0.07650409,94.22807213,94.96951643,3.389666667,8059812474,8219213129,598,143475,2.43E+11,2.31E+11,22.82974032,26.21618395,26.16378262,11.87391608,1.220731588,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,11,99.41008905,3.507870522,95.27125102,94.77074667,47.04714286,6088809644,5295117793,598,143475,2.43E+11,2.31E+11,22.39005106,26.21618395,26.16378262,11.87391608,3.851150139,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,11,99.65756605,-0.823649008,97.68817962,97.5162619,1.388571429,4185630834,4149411687,598,143475,2.43E+11,2.31E+11,22.1462324,26.21618395,26.16378262,11.87391608,0.328275469,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,11,99.24053294,1.932213038,94.85430286,94.49223262,33.2712381,11462863905,11902264944,598,143475,2.43E+11,2.31E+11,23.19999455,26.21618395,26.16378262,11.87391608,3.504693303,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2009,12,99.83306325,1.018171711,94.06859278,94.84895739,3.413521739,8282571110,8106934826,599,147620,2.44E+11,2.33E+11,22.81598568,26.21916451,26.17412259,11.90239668,1.227744526,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2009,12,99.83177444,4.221988058,96.99375073,96.95387239,46.33491304,6305767229,5379662826,599,147620,2.44E+11,2.33E+11,22.40589154,26.21916451,26.17412259,11.90239668,3.835895738,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2009,12,99.51827088,-0.545224644,97.66094909,96.60535761,1.397173913,4921364399,4623835386,599,147620,2.44E+11,2.33E+11,22.25449037,26.21916451,26.17412259,11.90239668,0.334451563,SGP
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2009,12,99.55012678,3.434254964,95.67479543,94.94391609,33.22521739,12344961089,12802976261,599,147620,2.44E+11,2.33E+11,23.2729435,26.21916451,26.17412259,11.90239668,3.503309148,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2010,1,100,1.389835728,95.24963988,95.95220286,3.377809524,8606583672,8606583672,600,146808,2.47E+11,2.36E+11,22.87579329,26.23083403,26.18654918,11.89688089,1.21722743,MYS
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2010,1,100,3.987378702,96.32159929,95.84847952,33.04752381,11373774289,11373774289,600,146808,2.47E+11,2.36E+11,23.15457604,26.23083403,26.18654918,11.89688089,3.497946641,THA
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2010,1,100,3.849244709,98.14072399,97.73368976,46.0387619,5416940994,5416940994,600,146808,2.47E+11,2.36E+11,22.4127971,26.23083403,26.18654918,11.89688089,3.829483692,PHL
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2010,1,100,0.519235033,97.68000921,96.92823095,1.397666667,5140685735,5140685735,600,146808,2.47E+11,2.36E+11,22.36045232,26.23083403,26.18654918,11.89688089,0.33480418,SGP
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2010,2,100.1590286,0.786104752,97.45540927,96.816866,1.41265,4955555650,5432924403,601,150520,2.47E+11,2.38E+11,22.41574339,26.23434425,26.19574526,11.92185124,0.345467373,SGP
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2010,2,99.98404938,1.165438464,95.06319992,95.2810625,3.4154,7776301483,8409547743,601,150520,2.47E+11,2.38E+11,22.85263353,26.23434425,26.19574526,11.92185124,1.228294616,MYS
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2010,2,100.4216854,3.832461704,98.34522164,98.0895835,46.26195,5584908157,5601036738,601,150520,2.47E+11,2.38E+11,22.44621755,26.23434425,26.19574526,11.92185124,3.834319809,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2010,2,100.2943671,3.604990474,96.78747025,96.49410875,33.1383,11577250572,11661625581,601,150520,2.47E+11,2.38E+11,23.17956942,26.23434425,26.19574526,11.92185124,3.500689713,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2010,3,100.1606228,1.33244265,97.27452578,97.57809522,3.323956522,8960972412,8534774761,602,153982,2.49E+11,2.41E+11,22.8674148,26.24087778,26.2085416,11.94459099,1.201155797,MYS
,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2010,3,100.4828899,1.475880664,97.93032646,97.20373087,1.400043478,5866659252,5585952524,602,153982,2.49E+11,2.41E+11,22.44352081,26.24087778,26.2085416,11.94459099,0.336503292,SGP
,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2010,3,100.6740237,4.00291964,99.30265834,99.15957,45.69173913,5990828800,5620559916,602,153982,2.49E+11,2.41E+11,22.44969713,26.24087778,26.2085416,11.94459099,3.821917519,PHL
,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2010,3,100.3382115,3.374310945,98.37296565,98.21374217,32.50682609,13415136351,12197575610,602,153982,2.49E+11,2.41E+11,23.22450305,26.24087778,26.2085416,11.94459099,3.481450101,THA
,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2010,4,100.1950561,1.589231085,100.8696716,100.8482195,3.207363636,8312947288,8377561856,603,153706,2.50E+11,2.44E+11,22.84882276,26.24464562,26.21901815,11.94279697,1.165449303,MYS
,,,,,,,,,,,,,,,,,,,,
